Channel Id,Channel Url,Channel Title
UC06HVrkOL33D5lLnCPjr6NQ,http://www.youtube.com/channel/UC06HVrkOL33D5lLnCPjr6NQ,Breaking Taps
UC0ZTPkdxlAKf-V33tqXwi3Q,http://www.youtube.com/channel/UC0ZTPkdxlAKf-V33tqXwi3Q,HackerSploit
UC0e3QhIYukixgh5VVpKHH9Q,http://www.youtube.com/channel/UC0e3QhIYukixgh5VVpKHH9Q,Code Bullet
UCyZVCV9xhrCyz4hPehvb4Wg,http://www.youtube.com/channel/UCyZVCV9xhrCyz4hPehvb4Wg,Internet Today
